GHO,YEAR,COUNTRY,GROUP,SEX_CODE,SEX,NUMERIC,GroupCode,,
nLx,2012,India,59,BTSX,Both sexes,386733,55_59,,
nLx,2012,India,89,BTSX,Both sexes,52777,85_89,,
nLx,1990,India,110,BTSX,Both sexes,617,100+,,
nLx,2012,India,110,BTSX,Both sexes,1825,100+,,
Tx,2012,India,1,MLE,Male,6446962,<1,,
Tx,1990,India,19,MLE,Male,4427207,15_19,,
Tx,2000,India,19,MLE,Male,4696755,15_19,,
Tx,2000,India,29,MLE,Male,3805288,25_29,,
Tx,2000,India,44,MLE,Male,2514533,40_44,,
Tx,1990,India,49,MLE,Male,1948013,45_49,,
Tx,1990,India,59,MLE,Male,1214083,55_59,,
Tx,2012,India,69,MLE,Male,792875,65_69,,
Tx,2000,India,84,MLE,Male,117176,80_84,,
Tx,2012,India,84,MLE,Male,149499,80_84,,
Tx,1990,India,99,MLE,Male,3018,95_99,,
Tx,2012,India,4,BTSX,Both sexes,6514868,1_4,,
Tx,1990,India,19,BTSX,Both sexes,4464757,15_19,,
Tx,1990,India,49,BTSX,Both sexes,2012173,45_49,,
Tx,2000,India,59,BTSX,Both sexes,1439866,55_59,,
Tx,2012,India,59,BTSX,Both sexes,1646446,55_59,,
Tx,1990,India,64,BTSX,Both sexes,947295,60_64,,
Tx,2000,India,64,BTSX,Both sexes,1083853,60_64,,
Tx,1990,India,74,BTSX,Both sexes,413451,70_74,,
Tx,2012,India,84,BTSX,Both sexes,187431,80_84,,
ex,1990,India,1,MLE,Male,57,<1,,
ex,2000,India,1,MLE,Male,61,<1,,
ex,2000,India,9,MLE,Male,61,5_9,,
ex,1990,India,14,MLE,Male,56,10_14,,
ex,2012,India,19,MLE,Male,54,15_19,,
ex,2012,India,24,MLE,Male,49,20_24,,
ex,1990,India,39,MLE,Male,34,35_39,,
ex,2012,India,39,MLE,Male,36,35_39,,
ex,2000,India,54,MLE,Male,22,50_54,,
ex,2000,India,64,MLE,Male,15,60_64,,
ex,2000,India,69,MLE,Male,12,65_69,,
ex,2012,India,79,MLE,Male,8,75_79,,
ex,1990,India,84,MLE,Male,6,80_84,,
ex,2012,India,24,BTSX,Both sexes,51,20_24,,
ex,2012,India,39,BTSX,Both sexes,37,35_39,,
ex,1990,India,54,BTSX,Both sexes,22,50_54,,
ex,1990,India,69,BTSX,Both sexes,12,65_69,,
ex,2012,India,79,BTSX,Both sexes,9,75_79,,
nMx,2000,India,1,FMLE,Female,0.07,<1,,
nMx,1990,India,29,FMLE,Female,0.003,25_29,,
nMx,1990,India,59,FMLE,Female,0.016,55_59,,
nMx,2000,India,69,FMLE,Female,0.036,65_69,,
nMx,2012,India,69,FMLE,Female,0.031,65_69,,
nMx,1990,India,84,FMLE,Female,0.133,80_84,,
nMx,2000,India,84,FMLE,Female,0.122,80_84,,
nMx,1990,India,89,FMLE,Female,0.176,85_89,,
nMx,2012,India,99,FMLE,Female,0.263,95_99,,
nqx,1990,India,1,FMLE,Female,0.086,<1,,
nqx,2012,India,9,FMLE,Female,0.006,5_9,,
nqx,1990,India,14,FMLE,Female,0.008,10_14,,
nqx,2000,India,14,FMLE,Female,0.007,10_14,,
nqx,1990,India,54,FMLE,Female,0.052,50_54,,
nqx,2000,India,54,FMLE,Female,0.042,50_54,,
nqx,1990,India,59,FMLE,Female,0.079,55_59,,
nqx,2012,India,64,FMLE,Female,0.091,60_64,,
nqx,2000,India,69,FMLE,Female,0.165,65_69,,
nqx,2012,India,79,FMLE,Female,0.315,75_79,,
nqx,1990,India,99,FMLE,Female,0.788,95_99,,
lx,1990,India,44,FMLE,Female,77970,40_44,,
lx,1990,India,54,FMLE,Female,73652,50_54,,
lx,2012,India,64,FMLE,Female,78234,60_64,,
lx,2000,India,79,FMLE,Female,39436,75_79,,
ndx,2000,India,1,FMLE,Female,6680,<1,,x+n
ndx,1990,India,4,FMLE,Female,4369,1_4,,x+n
ndx,2012,India,9,FMLE,Female,561,5_9,,x+n
ndx,1990,India,14,FMLE,Female,720,10_14,,x+n
ndx,2012,India,24,FMLE,Female,880,20_24,,x+n
ndx,2000,India,29,FMLE,Female,1181,25_29,,x+n
ndx,1990,India,44,FMLE,Female,1838,40_44,,x+n
ndx,2012,India,69,FMLE,Female,10176,65_69,,x+n
ndx,1990,India,84,FMLE,Female,10037,80_84,,x+n
ndx,2012,India,94,FMLE,Female,5503,90_94,,x+n
ndx,1990,India,99,FMLE,Female,1006,95_99,,x+n
ndx,2000,India,99,FMLE,Female,1521,95_99,,x+n
nLx,2000,India,9,FMLE,Female,449480,5_9,,
nLx,2012,India,9,FMLE,Female,469314,5_9,,
nLx,1990,India,24,FMLE,Female,414954,20_24,,
nLx,1990,India,44,FMLE,Female,385446,40_44,,
nLx,1990,India,54,FMLE,Female,359311,50_54,,
nLx,2000,India,54,FMLE,Female,387898,50_54,,
nLx,2012,India,64,FMLE,Female,374645,60_64,,
nLx,2000,India,69,FMLE,Female,290238,65_69,,
nLx,2012,India,79,FMLE,Female,199246,75_79,,
nLx,2000,India,84,FMLE,Female,97815,80_84,,
Tx,1990,India,1,FMLE,Female,5812003,<1,,
Tx,1990,India,9,FMLE,Female,5363818,5_9,,
Tx,2000,India,24,FMLE,Female,4467898,20_24,,
Tx,2012,India,34,FMLE,Female,4000751,30_34,,
Tx,2000,India,64,FMLE,Female,1190613,60_64,,
Tx,2012,India,64,FMLE,Female,1406723,60_64,,
Tx,1990,India,69,FMLE,Female,709689,65_69,,
Tx,1990,India,79,FMLE,Female,259622,75_79,,
Tx,2000,India,110,FMLE,Female,1258,100+,,
Tx,2012,India,110,FMLE,Female,2278,100+,,
ex,2000,India,24,FMLE,Female,51,20_24,,
ex,1990,India,34,FMLE,Female,40,30_34,,
ex,2012,India,34,FMLE,Female,44,30_34,,
ex,1990,India,39,FMLE,Female,36,35_39,,
ex,2012,India,44,FMLE,Female,35,40_44,,
ex,1990,India,49,FMLE,Female,27,45_49,,
ex,2000,India,49,FMLE,Female,29,45_49,,
ex,2000,India,79,FMLE,Female,8,75_79,,
ex,2012,India,89,FMLE,Female,6,85_89,,
ex,1990,India,94,FMLE,Female,4,90_94,,
ex,2012,India,110,FMLE,Female,3,100+,,
nMx,2000,India,1,MLE,Male,0.07,<1,,
nMx,2012,India,1,MLE,Male,0.045,<1,,
nMx,2012,India,9,MLE,Male,0.001,5_9,,
nMx,2000,India,24,MLE,Male,0.002,20_24,,
nMx,1990,India,29,MLE,Male,0.003,25_29,,
nMx,1990,India,39,MLE,Male,0.004,35_39,,
nMx,1990,India,54,MLE,Male,0.015,50_54,,
nMx,1990,India,59,MLE,Male,0.022,55_59,,
nMx,2000,India,79,MLE,Male,0.099,75_79,,
nMx,2012,India,79,MLE,Male,0.092,75_79,,
nMx,2000,India,94,MLE,Male,0.223,90_94,,
nMx,2000,India,99,MLE,Male,0.281,95_99,,
nMx,2000,India,1,BTSX,Both sexes,0.07,<1,,
nMx,2000,India,14,BTSX,Both sexes,0.001,10_14,,
nMx,2012,India,14,BTSX,Both sexes,0.001,10_14,,
nMx,1990,India,19,BTSX,Both sexes,0.002,15_19,,
nMx,2012,India,44,BTSX,Both sexes,0.004,40_44,,
nMx,2000,India,69,BTSX,Both sexes,0.041,65_69,,
nMx,1990,India,84,BTSX,Both sexes,0.137,80_84,,
nMx,1990,India,89,BTSX,Both sexes,0.179,85_89,,
nMx,2012,India,94,BTSX,Both sexes,0.204,90_94,,
nMx,2000,India,99,BTSX,Both sexes,0.281,95_99,,
nqx,2012,India,19,MLE,Male,0.007,15_19,,
nqx,1990,India,34,MLE,Male,0.017,30_34,,
nqx,2000,India,59,MLE,Male,0.094,55_59,,
nqx,1990,India,64,MLE,Male,0.159,60_64,,
nqx,2000,India,74,MLE,Male,0.292,70_74,,
nqx,1990,India,79,MLE,Male,0.411,75_79,,
nqx,2000,India,79,MLE,Male,0.396,75_79,,
nqx,2012,India,89,MLE,Male,0.564,85_89,,
nqx,1990,India,110,MLE,Male,1,100+,,
nqx,1990,India,1,BTSX,Both sexes,0.088,<1,,
nqx,1990,India,9,BTSX,Both sexes,0.015,5_9,,
nqx,2000,India,9,BTSX,Both sexes,0.01,5_9,,
nqx,2012,India,19,BTSX,Both sexes,0.007,15_19,,
nqx,1990,India,24,BTSX,Both sexes,0.015,20_24,,
nqx,2000,India,24,BTSX,Both sexes,0.013,20_24,,
nqx,2012,India,49,BTSX,Both sexes,0.031,45_49,,
nqx,2000,India,54,BTSX,Both sexes,0.053,50_54,,
nqx,1990,India,64,BTSX,Both sexes,0.144,60_64,,
nqx,2012,India,74,BTSX,Both sexes,0.246,70_74,,
nqx,1990,India,79,BTSX,Both sexes,0.394,75_79,,
nqx,2000,India,94,BTSX,Both sexes,0.676,90_94,,
lx,2000,India,1,MLE,Male,100000,<1,,
lx,2012,India,1,MLE,Male,100000,<1,,
lx,1990,India,19,MLE,Male,86085,15_19,,
lx,2000,India,29,MLE,Male,88160,25_29,,
lx,2012,India,29,MLE,Male,92103,25_29,,
lx,2000,India,44,MLE,Male,83412,40_44,,
lx,2000,India,54,MLE,Male,77345,50_54,,
lx,2012,India,84,MLE,Male,22769,80_84,,
lx,2012,India,94,MLE,Male,5216,90_94,,
lx,2000,India,99,MLE,Male,1231,95_99,,
lx,2012,India,1,BTSX,Both sexes,100000,<1,,
lx,2000,India,14,BTSX,Both sexes,89982,10_14,,
lx,2012,India,14,BTSX,Both sexes,93830,10_14,,
lx,2000,India,29,BTSX,Both sexes,87447,25_29,,
lx,1990,India,44,BTSX,Both sexes,78916,40_44,,
lx,1990,India,49,BTSX,Both sexes,76729,45_49,,
lx,1990,India,59,BTSX,Both sexes,69127,55_59,,
lx,2000,India,59,BTSX,Both sexes,74009,55_59,,
lx,2012,India,59,BTSX,Both sexes,79886,55_59,,
lx,2000,India,74,BTSX,Both sexes,48225,70_74,,
lx,1990,India,99,BTSX,Both sexes,1093,95_99,,
lx,2012,India,99,BTSX,Both sexes,2394,95_99,,
ndx,2000,India,1,MLE,Male,6630,<1,,x+n
ndx,2012,India,9,MLE,Male,547,5_9,,x+n
ndx,1990,India,14,MLE,Male,642,10_14,,x+n
ndx,2000,India,24,MLE,Male,1036,20_24,,x+n
ndx,1990,India,29,MLE,Male,1173,25_29,,x+n
ndx,1990,India,39,MLE,Male,1808,35_39,,x+n
ndx,2000,India,39,MLE,Male,1960,35_39,,x+n
ndx,1990,India,54,MLE,Male,5226,50_54,,x+n
ndx,2000,India,54,MLE,Male,4970,50_54,,x+n
ndx,2000,India,69,MLE,Male,11880,65_69,,x+n
ndx,2000,India,79,MLE,Male,12382,75_79,,x+n
ndx,2000,India,94,MLE,Male,2640,90_94,,x+n
ndx,2012,India,94,MLE,Male,3415,90_94,,x+n
ndx,1990,India,99,MLE,Male,729,95_99,,x+n
ndx,1990,India,1,BTSX,Both sexes,8818,<1,,x+n
ndx,2000,India,1,BTSX,Both sexes,6654,<1,,x+n
ndx,2012,India,14,BTSX,Both sexes,413,10_14,,x+n
ndx,2012,India,24,BTSX,Both sexes,898,20_24,,x+n
ndx,1990,India,29,BTSX,Both sexes,1285,25_29,,x+n
ndx,2012,India,29,BTSX,Both sexes,1006,25_29,,x+n
ndx,2000,India,39,BTSX,Both sexes,1656,35_39,,x+n
ndx,2012,India,39,BTSX,Both sexes,1545,35_39,,x+n
ndx,2012,India,44,BTSX,Both sexes,1891,40_44,,x+n
ndx,2000,India,54,BTSX,Both sexes,4183,50_54,,x+n
ndx,1990,India,69,BTSX,Both sexes,11155,65_69,,x+n
ndx,1990,India,74,BTSX,Both sexes,12470,70_74,,x+n
ndx,2000,India,84,BTSX,Both sexes,10626,80_84,,x+n
ndx,1990,India,99,BTSX,Both sexes,859,95_99,,x+n
nLx,2000,India,4,MLE,Male,368282,1_4,,
nLx,2012,India,4,MLE,Male,379993,1_4,,
nLx,1990,India,19,MLE,Male,428490,15_19,,
nLx,2000,India,19,MLE,Male,447969,15_19,,
nLx,2012,India,19,MLE,Male,466753,15_19,,
nLx,1990,India,24,MLE,Male,423830,20_24,,
nLx,2000,India,44,MLE,Male,411029,40_44,,
nLx,2012,India,44,MLE,Male,432216,40_44,,
nLx,2012,India,59,MLE,Male,371772,55_59,,
nLx,2012,India,99,MLE,Male,5085,95_99,,
nLx,2012,India,4,BTSX,Both sexes,379356,1_4,,
nLx,1990,India,9,BTSX,Both sexes,434084,5_9,,
nLx,2000,India,24,BTSX,Both sexes,440126,20_24,,
nLx,2012,India,34,BTSX,Both sexes,451417,30_34,,
nLx,2000,India,49,BTSX,Both sexes,398680,45_49,,
nLx,2012,India,49,BTSX,Both sexes,424934,45_49,,
nLx,1990,India,64,BTSX,Both sexes,292357,60_64,,
nLx,2000,India,64,BTSX,Both sexes,319731,60_64,,
nLx,1990,India,69,BTSX,Both sexes,241487,65_69,,
nLx,2012,India,74,BTSX,Both sexes,242489,70_74,,
nLx,1990,India,79,BTSX,Both sexes,120092,75_79,,
nLx,2012,India,79,BTSX,Both sexes,172033,75_79,,
nLx,2000,India,89,BTSX,Both sexes,39412,85_89,,
nLx,2000,India,94,BTSX,Both sexes,15013,90_94,,
Tx,1990,India,4,MLE,Male,5651556,1_4,,
Tx,2000,India,4,MLE,Male,5970705,1_4,,
Tx,2012,India,14,MLE,Male,5498382,10_14,,
Tx,2012,India,29,MLE,Male,4099478,25_29,,
Tx,1990,India,34,MLE,Male,3156636,30_34,,
Tx,1990,India,44,MLE,Male,2341100,40_44,,
Tx,2012,India,44,MLE,Male,2747179,40_44,,
Tx,2000,India,69,MLE,Male,681647,65_69,,
Tx,1990,India,89,MLE,Male,38560,85_89,,
Tx,2000,India,99,MLE,Male,4165,95_99,,
Tx,1990,India,110,MLE,Male,544,100+,,
Tx,2000,India,4,BTSX,Both sexes,6065943,1_4,,
Tx,2000,India,19,BTSX,Both sexes,4798264,15_19,,
Tx,1990,India,24,BTSX,Both sexes,4039609,20_24,,
Tx,2012,India,34,BTSX,Both sexes,3812783,30_34,,
Tx,2012,India,44,BTSX,Both sexes,2916750,40_44,,
Tx,2000,India,49,BTSX,Both sexes,2219701,45_49,,
Tx,2012,India,74,BTSX,Both sexes,601953,70_74,,
Tx,1990,India,79,BTSX,Both sexes,231604,75_79,,
Tx,1990,India,89,BTSX,Both sexes,44710,85_89,,
Tx,2000,India,89,BTSX,Both sexes,59749,85_89,,
Tx,1990,India,110,BTSX,Both sexes,617,100+,,
ex,2012,India,9,MLE,Male,63,5_9,,
ex,2000,India,24,MLE,Male,48,20_24,,
ex,1990,India,29,MLE,Male,42,25_29,,
ex,1990,India,54,MLE,Male,21,50_54,,
ex,2012,India,64,MLE,Male,16,60_64,,
ex,1990,India,79,MLE,Male,7,75_79,,
ex,2000,India,79,MLE,Male,8,75_79,,
ex,2012,India,89,MLE,Male,5,85_89,,
ex,1990,India,94,MLE,Male,4,90_94,,
ex,2000,India,94,MLE,Male,4,90_94,,
ex,1990,India,1,BTSX,Both sexes,58,<1,,
ex,2012,India,1,BTSX,Both sexes,66,<1,,
ex,1990,India,4,BTSX,Both sexes,62,1_4,,
ex,1990,India,14,BTSX,Both sexes,57,10_14,,
ex,2000,India,14,BTSX,Both sexes,58,10_14,,
ex,1990,India,29,BTSX,Both sexes,43,25_29,,
ex,2000,India,39,BTSX,Both sexes,36,35_39,,
ex,1990,India,44,BTSX,Both sexes,30,40_44,,
ex,2000,India,54,BTSX,Both sexes,23,50_54,,
ex,2000,India,84,BTSX,Both sexes,6,80_84,,
ex,1990,India,99,BTSX,Both sexes,3,95_99,,
nMx,2012,India,1,FMLE,Female,0.046,<1,,
nMx,1990,India,4,FMLE,Female,0.012,1_4,,
nMx,1990,India,14,FMLE,Female,0.002,10_14,,
nMx,1990,India,19,FMLE,Female,0.003,15_19,,
nMx,2000,India,29,FMLE,Female,0.003,25_29,,
nMx,2012,India,29,FMLE,Female,0.002,25_29,,
nMx,1990,India,44,FMLE,Female,0.005,40_44,,
nMx,2012,India,54,FMLE,Female,0.007,50_54,,
nMx,1990,India,74,FMLE,Female,0.064,70_74,,
nMx,2000,India,74,FMLE,Female,0.057,70_74,,
nMx,2012,India,94,FMLE,Female,0.201,90_94,,
nMx,1990,India,99,FMLE,Female,0.299,95_99,,
nMx,2000,India,99,FMLE,Female,0.281,95_99,,
nqx,2000,India,1,FMLE,Female,0.067,<1,,
nqx,1990,India,4,FMLE,Female,0.048,1_4,,
nqx,2012,India,24,FMLE,Female,0.01,20_24,,
nqx,2000,India,44,FMLE,Female,0.019,40_44,,
nqx,1990,India,69,FMLE,Female,0.19,65_69,,
nqx,2000,India,84,FMLE,Female,0.463,80_84,,
nqx,2012,India,84,FMLE,Female,0.432,80_84,,
nqx,2012,India,94,FMLE,Female,0.643,90_94,,
lx,1990,India,1,FMLE,Female,100000,<1,,
lx,2000,India,1,FMLE,Female,100000,<1,,
lx,2012,India,9,FMLE,Female,94143,5_9,,
lx,1990,India,24,FMLE,Female,83708,20_24,,
lx,2012,India,24,FMLE,Female,92484,20_24,,
lx,1990,India,29,FMLE,Female,82250,25_29,,
lx,2012,India,39,FMLE,Female,89794,35_39,,
lx,2012,India,49,FMLE,Female,87350,45_49,,
lx,2000,India,54,FMLE,Female,79136,50_54,,
lx,1990,India,69,FMLE,Female,55999,65_69,,
lx,2000,India,69,FMLE,Female,63017,65_69,,
lx,1990,India,79,FMLE,Female,32773,75_79,,
lx,2012,India,79,FMLE,Female,47275,75_79,,
lx,1990,India,84,FMLE,Female,20398,80_84,,
lx,2000,India,84,FMLE,Female,25782,80_84,,
lx,2000,India,94,FMLE,Female,6030,90_94,,
ndx,2000,India,14,FMLE,Female,582,10_14,,x+n
ndx,2012,India,14,FMLE,Female,415,10_14,,x+n
ndx,1990,India,29,FMLE,Female,1405,25_29,,x+n
ndx,2012,India,29,FMLE,Female,873,25_29,,x+n
ndx,2000,India,44,FMLE,Female,1608,40_44,,x+n
ndx,2000,India,54,FMLE,Female,3344,50_54,,x+n
ndx,1990,India,69,FMLE,Female,10645,65_69,,x+n
ndx,2012,India,84,FMLE,Female,13987,80_84,,x+n
nLx,2000,India,24,FMLE,Female,436454,20_24,,
nLx,2012,India,24,FMLE,Female,460264,20_24,,
nLx,1990,India,29,FMLE,Female,407720,25_29,,
nLx,1990,India,39,FMLE,Female,393688,35_39,,
nLx,2000,India,39,FMLE,Female,418275,35_39,,
nLx,2012,India,39,FMLE,Female,446288,35_39,,
nLx,1990,India,69,FMLE,Female,254331,65_69,,
nLx,2012,India,69,FMLE,Female,331630,65_69,,
nLx,2000,India,79,FMLE,Female,162821,75_79,,
nLx,2000,India,94,FMLE,Female,18719,90_94,,
nLx,2012,India,94,FMLE,Female,27415,90_94,,
nLx,1990,India,99,FMLE,Female,3367,95_99,,
Tx,2000,India,9,FMLE,Female,5804964,5_9,,
Tx,2012,India,9,FMLE,Female,6317286,5_9,,
Tx,1990,India,24,FMLE,Female,4084598,20_24,,
Tx,2000,India,34,FMLE,Female,3601040,30_34,,
Tx,2012,India,39,FMLE,Female,3549393,35_39,,
Tx,2000,India,49,FMLE,Female,2347222,45_49,,
Tx,2012,India,49,FMLE,Female,2662854,45_49,,
Tx,2000,India,54,FMLE,Female,1945622,50_54,,
Tx,1990,India,64,FMLE,Female,1011615,60_64,,
Tx,2012,India,74,FMLE,Female,700448,70_74,,
Tx,2012,India,79,FMLE,Female,428771,75_79,,
Tx,1990,India,84,FMLE,Female,127232,80_84,,
ex,2000,India,4,FMLE,Female,66,1_4,,
ex,2012,India,4,FMLE,Female,70,1_4,,
ex,2000,India,9,FMLE,Female,64,5_9,,
ex,2012,India,9,FMLE,Female,67,5_9,,
ex,1990,India,24,FMLE,Female,49,20_24,,
ex,1990,India,64,FMLE,Female,16,60_64,,
ex,2000,India,64,FMLE,Female,17,60_64,,
ex,2000,India,74,FMLE,Female,11,70_74,,
ex,2012,India,74,FMLE,Female,11,70_74,,
ex,1990,India,79,FMLE,Female,8,75_79,,
ex,2000,India,89,FMLE,Female,5,85_89,,
